"id","created","description","key","priority","project","project_name","repositoryname","resolution","resolved","status","title","type","updated","votes","watchers","assignee_id","reporter_id"
15817,"2011-12-04 21:48:10.434","zookeeper_init does not check the return value of strdup(index_chroot).When it returns NULL, it causes segfault when it try to strlen(zh->chroot).","ZOOKEEPER-1317","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-12-10 02:37:50.029","Closed","Possible segfault in zookeeper_init","Bug","2011-12-17 09:33:59.004",0,0,8106,8106
15818,"2011-12-04 21:34:33.877","zookeeper_init does not free strdup'ed memory when chroot is just '/'.","ZOOKEEPER-1316","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-12-09 06:30:51.589","Closed","zookeeper_init leaks memory if chroot is just '/'","Bug","2011-12-17 09:33:58.459",0,0,8106,8106
15819,"2011-12-04 18:31:17.996","zookeeper_init always reports sessionPasswd=<hidden> even when it's empty.","ZOOKEEPER-1315","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-12-09 08:21:55.303","Closed","zookeeper_init always reports sessionPasswd=<hidden>","Bug","2011-12-17 09:33:58.109",0,0,8106,8106
15823,"2011-12-01 02:04:06.345","In http://repo1.maven.org/maven2/org/apache/zookeeper/zookeeper/3.4.0/ the test jar cannot be accessed by maven. There are two possible solutions to this. a) rename zookeeper-3.4.0-test.jar to zookeeper-3.4.0-tests.jar and remove zookeeper-3.4.0-test.pom*With this, the maven can access the test jar with{code}     <dependency>       <groupId>org.apache.zookeeper</groupId>       <artifactId>zookeeper</artifactId>       <version>3.4.0</version>       <type>test-jar</type>       <scope>test</scope>     </dependency>{code}b) Alternatively, zookeeper test could be it's own submodule. To do this, it must be deployed in the following layout{code}./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.jar./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.jar.md5./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.jar.sha1./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.pom./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.pom.md5./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.pom.sha1{code}This can then be accessed by maven with{code}     <dependency>       <groupId>org.apache.zookeeper</groupId>       <artifactId>zookeeper-test</artifactId>       <version>3.4.0</version>       <scope>test</scope>     </dependency>{code}I think a) is the better solution.","ZOOKEEPER-1311","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-12-01 15:14:23.476","Closed","ZooKeeper test jar is broken","Bug","2011-12-17 09:33:58.63",0,0,7956,7956
15829,"2011-11-19 02:23:33.597","All the callers of the function prepend_string make a call to prepend_string before checking that zhandle_t *zh is not null. At the top of prepend_string, zh is dereferenced without checking for a null ptr:static char* prepend_string(zhandle_t *zh, const char* client_path) {    char *ret_str;    if (zh->chroot == NULL)        return (char *) client_path;I propose fixing this by adding the check here in prepend_string:static char* prepend_string(zhandle_t *zh, const char* client_path) {    char *ret_str;    if (zh==NULL || zh->chroot == NULL)        return (char *) client_path;","ZOOKEEPER-1305","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-12-09 06:03:58.205","Closed","zookeeper.c:prepend_string func can dereference null ptr","Bug","2012-05-03 10:06:44.289",0,1,7995,7995
15835,"2011-11-16 14:53:42.741","We need to add the winconfig.h to ignores in release audits.","ZOOKEEPER-1299","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-16 15:19:47.257","Closed","Add winconfig.h file to ignore in release audit.","Bug","2011-11-24 03:22:04.992",0,0,7827,7827
15851,"2011-11-03 13:35:25.483","I tried to compile 3.3.3 or the current 3.3 branch head, in both cases using ant 1.8.2 fails, however 1.7.0 is successfulhere's the error:{noformat}Testsuite: org.apache.zookeeper.VerGenTestTests run: 1, Failures: 1, Errors: 0, Time elapsed: 0.009 secTestcase: warning took 0.001 sec	FAILEDClass org.apache.zookeeper.VerGenTest has no public constructor TestCase(String name) or TestCase()junit.framework.AssertionFailedError: Class org.apache.zookeeper.VerGenTest has no public constructor TestCase(String name) or TestCase(){noformat}","ZOOKEEPER-1283","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-16 02:10:25.594","Closed","building 3.3 branch fails with Ant 1.8.2 (success with 1.7.1 though)","Bug","2011-11-30 01:54:43.763",0,0,7818,7818
15863,"2011-10-29 06:33:08.449","See:https://builds.apache.org/view/S-Z/view/ZooKeeper/job/ZooKeeper_branch34_solaris/1/testReport/junit/org.apache.zookeeper.server.quorum/QuorumPeerMainTest/testEarlyLeaderAbandonment/Notice that the clients attempt to connect before the servers have bound, then 30 seconds later, after seemingly no further client activity we see:2011-10-28 21:40:56,828 [myid:] - INFO  [main-SendThread(localhost:11227):ClientCnxn$SendThread@1057] - Client session timed out, have not heard from server in 30032ms for sessionid 0x0, closing socket connection and attempting reconnectI believe this is different from ZOOKEEPER-1270 because in the 1270 case it seems like the clients are attempting to connect but the servers are not accepting (notice the stat commands are being dropped due to no server running)","ZOOKEEPER-1271","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-03 05:59:00.251","Closed","testEarlyLeaderAbandonment failing on solaris - clients not retrying connection","Bug","2011-11-24 03:21:58.433",0,1,7827,7818
15864,"2011-10-29 06:25:36.207","Looks pretty serious - quorum is formed but no clients can attach. Will attach logs momentarily.This test was introduced in the following commit (all three jira commit at once):ZOOKEEPER-335. zookeeper servers should commit the new leader txn to their logs.ZOOKEEPER-1081. modify leader/follower code to correctly deal with new leaderZOOKEEPER-1082. modify leader election to correctly take into account current","ZOOKEEPER-1270","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-05 19:46:06.14","Closed","testEarlyLeaderAbandonment failing intermittently, quorum formed, no serving.","Bug","2011-11-24 03:22:04.609",0,3,7750,7818
15865,"2011-10-29 05:34:37.027","From the mailing list:FileTxnSnapLog.restore contains a code block handling a NODEEXISTS failure during deserialization. The problem is explained there in a code comment. The code block however is only executed for a CREATE txn, not for a multiTxn containing a CREATE.Even if the mentioned code block would also be executed for multi transactions, it needs adaption for multi transactions. What, if after the first failed transaction in a multi txn during deserialization, there would be subsequent transactions in the same multi that would also have failed?We don't know, since the first failed transaction hides the information about the remaining transactions.","ZOOKEEPER-1269","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-12-10 06:25:16.548","Closed","Multi deserialization issues","Bug","2011-12-17 09:33:58.321",0,1,7832,7832
15866,"2011-10-29 02:01:05.605","I'm having a lot problems testing the 3.4.0 release candidate (0). I'm seeing frequent failures in RO unit tests, also the solaris tests are broken on jenkins, some of which is due to RO mode:https://builds.apache.org/view/S-Z/view/ZooKeeper/job/ZooKeeper_trunk_solaris/30/#showFailuresLinkI'm also seeing ERROR level messages in the logs during test runs that are a result of attempting to start RO mode.Given this is a new feature, one that could be very disruptive, I think we need to control whether the feature is enabled or not through a config option (system prop is fine), disabled by default.I'll look at the RO mode tests to see if I can find the cause of the failures on solaris, but I may also turn off these tests for the time being. (I need to look at this further).I'm marking this as a blocker for 3.4.0, Mahadev LMK if you feel similarly or whether I should be shooting for 3.4.1 with this. (or perhaps I'm just way off in general).","ZOOKEEPER-1268","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-01 15:15:50.147","Closed","problems with read only mode, intermittent test failures and ERRORs in the log","Bug","2011-11-24 03:22:06.59",0,0,7818,7818
15870,"2011-10-28 12:23:28.192","The FollowerResyncConcurrencyTest test is failing intermittently. saw the following on 3.4:{noformat}junit.framework.AssertionFailedError: Should have same number ofephemerals in both followers expected:<11741> but was:<14001>       at org.apache.zookeeper.test.FollowerResyncConcurrencyTest.verifyState(FollowerResyncConcurrencyTest.java:400)       at org.apache.zookeeper.test.FollowerResyncConcurrencyTest.testResyncBySnapThenDiffAfterFollowerCrashes(FollowerResyncConcurrencyTest.java:196)       at org.apache.zookeeper.JUnit4ZKTestRunner$LoggedInvokeMethod.evaluate(JUnit4ZKTestRunner.java:52){noformat}","ZOOKEEPER-1264","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-06 04:58:22.326","Closed","FollowerResyncConcurrencyTest failing intermittently","Bug","2011-11-24 03:22:41.542",0,4,7832,7818
15926,"2011-09-28 12:35:47.557","Copying from email thread.We found our ZK server in a state where an ephemeral node still exists aftera client session is long gone. I used the cons command on each ZK host tolist all connections and couldn't find the ephemeralOwner id. We are usingZK 3.3.3. Has anyone seen this problem?I got the following information from the logs.The node that still exists is /kafka-tracking/consumers/UserPerformanceEvent-<host>/owners/UserPerformanceEvent/529-7I saw that the ephemeral owner is 86167322861045079 which is session id 0x13220b93e610550.After searching in the transaction log of one of the ZK servers found that session expired9/22/11 12:17:57 PM PDT session 0x13220b93e610550 cxid 0x74 zxid 0x601bd36f7 closeSession nullOn digging further into the logs I found that there were multiple sessions created in quick succession and every session tried to create the same node. But i verified that the sessions were closed and opened in order9/22/11 12:17:56 PM PDT session 0x13220b93e610550 cxid 0x0 zxid 0x601bd36b5 createSession 60009/22/11 12:17:57 PM PDT session 0x13220b93e610550 cxid 0x74 zxid 0x601bd36f7 closeSession null9/22/11 12:17:58 PM PDT session 0x13220b93e610551 cxid 0x0 zxid 0x601bd36f8 createSession 60009/22/11 12:17:59 PM PDT session 0x13220b93e610551 cxid 0x74 zxid 0x601bd373a closeSession null9/22/11 12:18:00 PM PDT session 0x13220b93e610552 cxid 0x0 zxid 0x601bd373e createSession 60009/22/11 12:18:01 PM PDT session 0x13220b93e610552 cxid 0x6c zxid 0x601bd37a0 closeSession null9/22/11 12:18:02 PM PDT session 0x13220b93e610553 cxid 0x0 zxid 0x601bd37e9 createSession 60009/22/11 12:18:03 PM PDT session 0x13220b93e610553 cxid 0x74 zxid 0x601bd382b closeSession null9/22/11 12:18:04 PM PDT session 0x13220b93e610554 cxid 0x0 zxid 0x601bd383c createSession 60009/22/11 12:18:05 PM PDT session 0x13220b93e610554 cxid 0x6a zxid 0x601bd388f closeSession null9/22/11 12:18:06 PM PDT session 0x13220b93e610555 cxid 0x0 zxid 0x601bd3895 createSession 60009/22/11 12:18:07 PM PDT session 0x13220b93e610555 cxid 0x6a zxid 0x601bd38cd closeSession null9/22/11 12:18:10 PM PDT session 0x13220b93e610556 cxid 0x0 zxid 0x601bd38d1 createSession 60009/22/11 12:18:11 PM PDT session 0x13220b93e610557 cxid 0x0 zxid 0x601bd38f2 createSession 60009/22/11 12:18:11 PM PDT session 0x13220b93e610557 cxid 0x51 zxid 0x601bd396a closeSession nullHere is the log output for the sessions that tried creating the same node9/22/11 12:17:54 PM PDT session 0x13220b93e61054f cxid 0x42 zxid 0x601bd366b create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-79/22/11 12:17:56 PM PDT session 0x13220b93e610550 cxid 0x42 zxid 0x601bd36ce create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-79/22/11 12:17:58 PM PDT session 0x13220b93e610551 cxid 0x42 zxid 0x601bd3711 create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-79/22/11 12:18:00 PM PDT session 0x13220b93e610552 cxid 0x42 zxid 0x601bd3777 create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-79/22/11 12:18:02 PM PDT session 0x13220b93e610553 cxid 0x42 zxid 0x601bd3802 create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-79/22/11 12:18:05 PM PDT session 0x13220b93e610554 cxid 0x44 zxid 0x601bd385d create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-79/22/11 12:18:07 PM PDT session 0x13220b93e610555 cxid 0x44 zxid 0x601bd38b0 create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-79/22/11 12:18:11 PM PDT session 0x13220b93e610557 cxid 0x52 zxid 0x601bd396b create '/kafka-tracking/consumers/UserPerformanceEvent-<hostname>/owners/UserPerformanceEvent/529-7Let me know if you need additional information.","ZOOKEEPER-1208","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-15 03:34:12.621","Closed","Ephemeral node not removed after the client session is long gone","Bug","2011-11-24 03:22:11.531",3,11,7818,7933
15922,"2011-10-04 04:24:24.143","According to LSB Core para 20.2:==================================================================================Otherwise,  the exit  status shall  be non­zero,  as de­fined below. In addition to straightforward success, the following situations arealso to be considered successful: • restarting a service (instead of reloading it) with the force­reload argument• running start on a service already running• running stop on a service already stopped or not running• running restart on a service already stopped or not running• running try­restart on a service already stopped or not running==================================================================================Yet, zkServer.sh fails on stop if it can't find a PID file:{noformat}stop)    echo -n ""Stopping zookeeper ... ""    if [ ! -f ""$ZOOPIDFILE"" ]    then      echo ""error: could not find file $ZOOPIDFILE""      exit 1    else      $KILL -9 $(cat ""$ZOOPIDFILE"")      rm ""$ZOOPIDFILE""      echo STOPPED      exit 0    fi{noformat}","ZOOKEEPER-1212","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-10-19 14:42:03.422","Closed","zkServer.sh stop action is not conformat with LSB para 20.2 Init Script Actions","Bug","2011-11-24 03:22:15.679",0,0,7953,7953
15928,"2011-09-28 00:26:16.812","While I always expect to be able to parse a sequential node by looking for digits, under some locals you end up with non digits - for example: n_००००००००००It looks like the problem is around line 236 in PrepRequestProcessor:{code}                if (createMode.isSequential()) {                    path = path + String.format(""%010d"", parentCVersion);                }{code}Instead we should pass Locale.ENGLISH to the format call.{code}                if (createMode.isSequential()) {                    path = path + String.format(Locale.ENGLISH, ""%010d"", parentCVersion);                }{code}Lucene/Solr tests with random Locales, and some of my tests that try and inspect the node name and order things expect to find digits - currently my leader election recipe randomly fails when the wrong locale pops up.","ZOOKEEPER-1206","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-09-30 05:36:43.596","Closed","Sequential node creation does not use always use digits in node name given certain Locales.","Bug","2011-11-24 03:22:12.533",0,0,8093,8093
15931,"2011-09-24 06:44:59.022","For running these tests, I am following instructions on https://github.com/apache/zookeeper/blob/trunk/src/java/systest/README.txt In Step 4, when I try to run java -jar build/contrib/fatjar/zookeeper-<version>-fatjar.jar systest org.apache.zookeeper.test.system.SimpleSysTest , it throws the following error,Exception in thread ""main"" java.lang.NoClassDefFoundError: junit/framework/TestCaseThe problem is that zookeeper-dev-fatjar.jar does not contain the TestCase class.Patrick Hunt suggested that adding <zipgroupfileset dir=""${zk.root}/build/test/lib"" includes=""*.jar"" /> to fatjar/build.xml should solve the problem and it does.","ZOOKEEPER-1203","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-09-30 02:27:46.178","Closed","Zookeeper systest is missing Junit Classes ","Bug","2011-11-24 03:22:26.62",0,0,8127,8127
15939,"2011-09-20 23:15:41.063","Tom Klonikowski writes:    Hello developers,    the SaslServerCallbackHandler in trunk changes the principal name    service/host@REALM to service/service@REALM (i guess unintentionally).    lines 131-133:    if (!removeHost() && (kerberosName.getHostName() != null)) {      userName += ""/"" + kerberosName.getServiceName();    }    Server Log:    SaslServerCallbackHandler@115] - Successfully authenticated client:    authenticationID=fetcher/ubook@QUINZOO;    authorizationID=fetcher/ubook@QUINZOO.    SaslServerCallbackHandler@137] - Setting authorizedID:    fetcher/fetcher@QUINZOO","ZOOKEEPER-1195","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-09-29 15:42:51.173","Closed","SASL authorizedID being incorrectly set: should use getHostName() rather than getServiceName()","Bug","2013-05-02 10:29:44.982",0,1,7842,7842
15940,"2011-09-20 08:10:08.471","Leader.getEpochToPropose() and Leader.waitForNewEpoch() act as barriers - they make sure that a leader/follower can return from calling the method only once connectingFollowers (or electingFollowers) contain a quorum. But these methods don't make sure that the leader itself is in connectingFollowers/electingFollowers. So the leader didn't necessarily reach the barrier when followers pass it. This can cause the following problems:1. If the leader is not in connectingFollowers when a LearnerHandler returns from getEpochToPropose(), then the epoch sent by the leader to the follower might be smaller than the leader's own last accepted epoch.2. If the leader is not in electingFollowers when LearnerHandler returns from waitForNewEpoch() then the leader will send a NEWLEADER message to followers, and the followers will respond, but it is possible that the NEWLEADER message is not in outstandingProposals when these NEWLEADER  acks arrive, which will cause the NEWLEADER acks to be dropped.To fix this I propose to explicitly check that the leader is in connectingFollowers/electingFollowers before anyone can pass these barriers.","ZOOKEEPER-1194","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-05 14:38:24.298","Closed","Two possible race conditions during leader establishment","Bug","2011-11-24 03:22:46.083",0,0,7820,7820
15942,"2011-09-19 10:00:24.303","A follower/leader should block in Leader.waitForEpochAck() until either electingFollowers contains a quorum and electionFinished=true or until a timeout occurs. A timeout means that a quorum of followers didn't ack the epoch on time, which is an error. But the check in Leader.waitForEpochAck() is ""if (waitingForNewEpoch) throw..."" and this will never be triggered, even if the wait statement just timed out,  because Leader.getEpochToPropose() completes and sets waitingForNewEpoch to false before Leader.waitForEpochAck() is invoked.Instead of ""if (waitingForNewEpoch) throw"" the condition in Leader.waitForEpochAck() should be ""if (!electionFinished) throw"".The guarded block introduced in ZK-1191 should be checking !electionFinished.","ZOOKEEPER-1192","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-11-05 14:15:12.105","Closed","Leader.waitForEpochAck() checks waitingForNewEpoch instead of checking electionFinished","Bug","2011-11-24 03:22:06.417",0,1,7820,7820
15944,"2011-09-17 08:30:19.902","run ""ant package"" and look in the build/zookeeper-<version>/bin directory. many of the bin scripts are missing.","ZOOKEEPER-1190","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-10-08 04:48:26.76","Closed","ant package is not including many of the bin scripts in the package (zkServer.sh for example)","Bug","2011-11-24 03:22:49.937",0,1,8112,7818
15945,"2011-09-16 22:29:05.822","When loading the snapshot, ZooKeeper will consider only the 'snapshots with atleast 10 bytes size'. Otherwsie it will ignore and just return without closing the RandomAccessFile.{noformat}Util.isValidSnapshot() having the following logic.        // Check for a valid snapshot        RandomAccessFile raf = new RandomAccessFile(f, ""r"");        // including the header and the last / bytes        // the snapshot should be atleast 10 bytes        if (raf.length() < 10) {            return false;        }{noformat}Since the snapshot file validation logic is outside try block, it won't go to the finally block and will be leaked.Suggestion: Move the validation logic to the try/catch block.","ZOOKEEPER-1189","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-09-27 09:11:20.687","Closed","For an invalid snapshot file(less than 10bytes size) RandomAccessFile stream is leaking.","Bug","2011-11-24 03:22:22.355",0,0,7806,7806
15949,"2011-09-15 09:11:09.719","There are 3 places where ClientCnxn should queue a AuthFailed event if client fails to authenticate. Without sending this event, clients may be stuck watching for a SaslAuthenticated event that will never come (since the client failed to authenticate).","ZOOKEEPER-1185","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-09-27 10:09:47.017","Closed","Send AuthFailed event to client if SASL authentication fails","Bug","2013-05-02 10:29:44.761",0,1,7842,7842
15960,"2011-09-09 02:47:42.742","In the socket connection logic there are several errors that result in bad behavior.  The basic problem is that a socket is registered with a selector unconditionally when there are nuances that should be dealt with.  First, the socket may connect immediately.  Secondly, the connect may throw an exception.  In either of these two cases, I don't think that the socket should be registered.I will attach a test case that demonstrates the problem.  I have been unable to create a unit test that exhibits the problem because I would have to mock the low level socket libraries to do so.  It would still be good to do so if somebody can figure out a good way.","ZOOKEEPER-1174","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-10-01 06:02:40.562","Closed","FD leak when network unreachable","Bug","2011-11-24 03:22:48.85",0,0,7925,7925
15953,"2011-09-14 07:38:55.229","Currently, in Zookeeper trunk, there are two problems with Kerberos TGT renewal:1. TGTs obtained from a keytab are not refreshed periodically. They should be, just as those from ticket cache are refreshed.2. Ticket renewal should be retried if it fails. Ticket renewal might fail if two or more separate processes (different JVMs) running as the same user try to renew Kerberos credentials at the same time. ","ZOOKEEPER-1181","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-10-24 14:47:23.157","Closed","Fix problems with Kerberos TGT renewal","Bug","2013-05-02 10:29:44.696",0,1,7842,7842
